collection,name,lrv,r,g,b
Fassade A1,3D Amber 60,66,232,211,198
Fassade A1,3D Amber 65,22,176,110,52
Fassade A1,3D Amber 75,37,204,148,106
Fassade A1,3D Amber 85,57,226,190,162
Fassade A1,3D Amber 95,30,217,125,48
Fassade A1,3D Amber 105,45,229,163,102
Fassade A1,3D Amber 115,63,243,197,160
Fassade A1,3D Siena 5,17,122,103,90
Fassade A1,3D Siena 10,24,143,127,115
Fassade A1,3D Siena 15,34,166,152,142
Fassade A1,3D Siena 20,50,193,181,175
Fassade A1,3D Siena 25,68,220,211,207
Fassade A1,3D Siena 30,77,235,228,224
Fassade A1,3D Siena 35,22,143,118,101
Fassade A1,3D Siena 45,45,193,172,158
Fassade A1,3D Siena 50,62,217,201,189
Fassade A1,3D Siena 80,33,178,146,121
Fassade A1,3D Siena 85,49,207,180,160
Fassade A1,3D Siena 90,61,236,205,183
Fassade A1,3D Siena 125,37,209,150,93
Fassade A1,3D Siena 130,35,196,148,106
Fassade A1,3D Siena 135,47,224,173,130
Fassade A1,3D Onyx 220,41,239,154,51
Fassade A1,3D Onyx 5,39,171,161,155
Fassade A1,3D Onyx 15,54,199,190,185
Fassade A1,3D Onyx 25,62,212,203,199
Fassade A1,3D Onyx 35,18,120,109,99
Fassade A1,3D Onyx 40,27,147,135,124
Fassade A1,3D Onyx 45,43,182,171,160
Fassade A1,3D Onyx 70,53,206,188,171
Fassade A1,3D Onyx 80,67,230,210,192
Fassade A1,3D Onyx 90,82,250,236,222
Fassade A1,3D Onyx 100,35,182,153,124
Fassade A1,3D Onyx 105,48,214,178,142
Fassade A1,3D Onyx 115,67,235,210,186
Fassade A1,3D Onyx 130,42,210,165,117
Fassade A1,3D Onyx 140,62,236,201,164
Fassade A1,3D Onyx 145,71,246,216,186
Fassade A1,3D Onyx 155,29,185,133,71
Fassade A1,3D Onyx 165,48,229,173,120
Fassade A1,3D Onyx 170,57,242,190,133
Fassade A1,3D Marill 15,27,146,132,117
Fassade A1,3D Marill 25,49,193,180,168
Fassade A1,3D Marill 30,66,222,212,201
Fassade A1,3D Marill 40,23,149,125,90
Fassade A1,3D Marill 50,42,186,164,138
Fassade A1,3D Marill 60,69,232,217,201
Fassade A1,3D Marill 65,27,173,129,62
Fassade A1,3D Marill 75,41,202,164,114
Fassade A1,3D Marill 85,59,226,197,161
Fassade A1,3D Marill 95,40,218,159,59
Fassade A1,3D Marill 100,46,225,171,86
Fassade A1,3D Marill 105,54,237,187,113
Fassade A1,3D Marill 110,59,237,195,131
Fassade A1,3D Marill 115,66,243,206,157
Fassade A1,3D Marill 120,77,255,227,195
Fassade A1,3D Palazzo 35,23,130,124,115
Fassade A1,3D Palazzo 45,49,188,181,172
Fassade A1,3D Palazzo 55,69,226,215,205
Fassade A1,3D Palazzo 95,23,134,124,112
Fassade A1,3D Palazzo 110,42,180,169,156
Fassade A1,3D Palazzo 115,63,216,205,193
Fassade A1,3D Palazzo 130,15,111,99,83
Fassade A1,3D Palazzo 140,36,172,155,133
Fassade A1,3D Palazzo 150,60,224,206,182
Fassade A1,3D Palazzo 170,52,206,187,156
Fassade A1,3D Palazzo 175,66,233,210,178
Fassade A1,3D Palazzo 180,82,252,234,210
Fassade A1,3D Palazzo 195,36,180,157,117
Fassade A1,3D Palazzo 205,57,225,194,153
Fassade A1,3D Palazzo 210,77,250,230,198
Fassade A1,3D Palazzo 225,48,213,180,134
Fassade A1,3D Palazzo 230,66,245,209,157
Fassade A1,3D Palazzo 240,84,250,238,219
Fassade A1,3D Palazzo 255,43,211,169,100
Fassade A1,3D Palazzo 260,52,224,185,124
Fassade A1,3D Palazzo 265,64,249,206,140
Fassade A1,3D Palazzo 285,40,207,162,74
Fassade A1,3D Palazzo 290,45,221,172,87
Fassade A1,3D Palazzo 295,56,239,191,113
Fassade A1,3D Palazzo 335,30,188,137,32
Fassade A1,3D Palazzo 340,35,204,149,36
Fassade A1,3D Palazzo 345,46,226,175,41
Fassade A1,3D Ginster 140,64,249,208,108
Fassade A1,3D Curcuma 15,28,155,138,115
Fassade A1,3D Curcuma 25,53,198,186,170
Fassade A1,3D Curcuma 30,69,226,218,207
Fassade A1,3D Curcuma 40,28,167,141,80
Fassade A1,3D Curcuma 50,47,197,176,135
Fassade A1,3D Curcuma 55,59,214,198,169
Fassade A1,3D Curcuma 65,38,205,158,29
Fassade A1,3D Curcuma 70,44,214,173,76
Fassade A1,3D Curcuma 75,51,222,184,104
Fassade A1,3D Curcuma 80,58,228,197,132
Fassade A1,3D Curcuma 85,66,233,209,166
Fassade A1,3D Curcuma 90,74,240,225,200
Fassade A1,3D Ginster 5,,174,161,142
Fassade A1,3D Ginster 15,55,203,192,178
Fassade A1,3D Ginster 25,78,236,228,219
Fassade A1,3D Ginster 35,21,135,119,90
Fassade A1,3D Ginster 45,40,181,167,142
Fassade A1,3D Ginster 55,67,227,213,190
Fassade A1,3D Ginster 75,51,205,188,153
Fassade A1,3D Ginster 80,61,223,203,164
Fassade A1,3D Ginster 85,72,241,222,185
Fassade A1,3D Ginster 95,53,217,187,136
Fassade A1,3D Ginster 100,56,230,195,126
Fassade A1,3D Ginster 105,66,249,211,141
Fassade A1,3D Ginster 110,66,242,212,146
Fassade A1,3D Ginster 115,71,245,220,173
Fassade A1,3D Ginster 120,79,255,235,195
Fassade A1,3D Curry 5,43,184,172,143
Fassade A1,3D Curry 15,67,221,212,193
Fassade A1,3D Curry 25,82,243,234,218
Fassade A1,3D Curry 45,58,216,199,154
Fassade A1,3D Curry 50,70,232,219,185
Fassade A1,3D Curry 55,81,247,234,207
Fassade A1,3D Curry 65,40,186,167,109
Fassade A1,3D Curry 70,52,211,191,125
Fassade A1,3D Curry 75,61,226,206,153
Fassade A1,3D Curry 80,71,240,220,175
Fassade A1,3D Curry 85,81,251,234,191
Fassade A1,3D Curry 90,82,255,241,200
Fassade A1,3D Curry 105,58,228,200,121
Fassade A1,3D Curry 110,67,239,213,145
Fassade A1,3D Curry 120,78,255,235,176
Fassade A1,3D Curry 130,54,228,195,44
Fassade A1,3D Curry 135,62,238,209,104
Fassade A1,3D Curry 140,68,250,218,95
Fassade A1,3D Citrus 10,18,124,114,84
Fassade A1,3D Citrus 20,39,173,162,142
Fassade A1,3D Citrus 25,53,198,191,172
Fassade A1,3D Citrus 45,41,186,171,108
Fassade A1,3D Citrus 50,51,201,188,136
Fassade A1,3D Citrus 55,62,219,207,165
Fassade A1,3D Citrus 80,67,235,216,134
Fassade A1,3D Citrus 85,73,243,227,160
Fassade A1,3D Citrus 90,79,251,238,191
Fassade A1,3D Melisse 35,40,177,166,134
Fassade A1,3D Melisse 40,57,204,198,170
Fassade A1,3D Melisse 50,73,231,223,197
Fassade A1,3D Melisse 75,40,182,169,116
Fassade A1,3D Melisse 80,61,218,205,151
Fassade A1,3D Melisse 90,84,250,240,211
Fassade A1,3D Melisse 110,69,243,223,81
Fassade A1,3D Melisse 115,76,248,233,117
Fassade A1,3D Melisse 120,82,251,239,195
Fassade A1,3D Tundra 130,48,196,189,71
Fassade A1,3D Tundra 5,12,88,87,83
Fassade A1,3D Tundra 10,19,118,114,102
Fassade A1,3D Tundra 15,27,141,135,124
Fassade A1,3D Tundra 20,49,187,182,169
Fassade A1,3D Tundra 25,73,228,222,208
Fassade A1,3D Tundra 30,80,244,236,224
Fassade A1,3D Tundra 35,37,165,159,133
Fassade A1,3D Tundra 45,58,205,199,176
Fassade A1,3D Tundra 55,82,241,233,213
Fassade A1,3D Tundra 75,23,128,128,92
Fassade A1,3D Tundra 85,42,177,170,136
Fassade A1,3D Tundra 90,66,228,219,186
Fassade A1,3D Tundra 125,32,155,154,61
Fassade A1,3D Tundra 135,56,210,203,73
Fassade A1,3D Tundra 145,76,243,234,112
Fassade A1,3D Mai 15,39,167,164,154
Fassade A1,3D Mai 20,54,196,191,181
Fassade A1,3D Mai 25,69,221,216,205
Fassade A1,3D Mai 35,23,128,125,102
Fassade A1,3D Mai 45,46,183,178,155
Fassade A1,3D Mai 55,73,231,223,199
Fassade A1,3D Mai 70,42,169,179,80
Fassade A1,3D Mai 80,55,197,205,92
Fassade A1,3D Mai 85,66,213,222,140
Fassade A1,3D Jade 35,29,140,140,133
Fassade A1,3D Jade 45,51,188,186,172
Fassade A1,3D Jade 55,67,217,213,205
Fassade A1,3D Jade 65,22,126,126,97
Fassade A1,3D Jade 70,36,158,158,137
Fassade A1,3D Jade 75,49,184,184,160
Fassade A1,3D Jade 80,61,203,208,175
Fassade A1,3D Jade 85,72,224,223,196
Fassade A1,3D Jade 90,81,241,237,216
Fassade A1,3D Jade 95,17,105,112,73
Fassade A1,3D Jade 100,35,153,160,119
Fassade A1,3D Jade 105,48,180,187,139
Fassade A1,3D Jade 110,66,214,217,169
Fassade A1,3D Jade 115,71,218,225,171
Fassade A1,3D Jade 120,76,231,237,167
Fassade A1,3D Pinie 40,22,119,130,84
Fassade A1,3D Pinie 50,42,165,176,140
Fassade A1,3D Pinie 60,72,224,225,202
Fassade A1,3D Pinie 100,39,141,176,68
Fassade A1,3D Pinie 110,56,184,203,130
Fassade A1,3D Pinie 120,78,228,236,193
Fassade A1,3D Moos 5,12,86,88,81
Fassade A1,3D Moos 15,25,134,133,127
Fassade A1,3D Moos 20,37,162,160,157
Fassade A1,3D Moos 40,39,163,166,151
Fassade A1,3D Moos 50,50,187,186,175
Fassade A1,3D Moos 60,71,224,225,211
Fassade A1,3D Moos 65,23,121,131,103
Fassade A1,3D Moos 75,43,170,174,153
Fassade A1,3D Moos 80,57,194,200,178
Fassade A1,3D Oase 135,33,121,164,103
Fassade A1,3D Oase 45,22,113,126,101
Fassade A1,3D Oase 50,49,173,185,163
Fassade A1,3D Oase 55,68,213,215,205
Fassade A1,3D Oase 75,33,139,157,126
Fassade A1,3D Oase 80,58,193,201,182
Fassade A1,3D Oase 90,78,231,233,220
Fassade A1,3D Oase 100,18,84,119,76
Fassade A1,3D Oase 110,82,159,193,141
Fassade A1,3D Oase 120,82,231,243,215
Fassade A1,3D Agave 10,30,143,144,139
Fassade A1,3D Agave 20,57,197,197,191
Fassade A1,3D Agave 25,67,212,213,207
Fassade A1,3D Agave 35,28,130,142,126
Fassade A1,3D Agave 40,43,165,174,161
Fassade A1,3D Agave 45,58,194,199,189
Fassade A1,3D Agave 50,73,219,222,212
Fassade A1,3D Agave 55,81,232,234,227
Fassade A1,3D Agave 60,86,244,242,235
Fassade A1,3D Agave 65,34,137,158,130
Fassade A1,3D Agave 75,50,171,188,167
Fassade A1,3D Agave 85,67,207,217,202
Fassade A1,3D Malachit 5,9,65,82,71
Fassade A1,3D Malachit 10,15,92,108,95
Fassade A1,3D Malachit 15,24,118,132,121
Fassade A1,3D Malachit 20,35,147,157,148
Fassade A1,3D Malachit 25,49,177,184,176
Fassade A1,3D Malachit 30,67,210,216,209
Fassade A1,3D Malachit 40,16,77,112,89
Fassade A1,3D Malachit 50,38,139,167,147
Fassade A1,3D Malachit 60,70,210,223,213
Fassade A1,3D Malachit 75,28,102,149,121
Fassade A1,3D Malachit 85,55,167,198,178
Fassade A1,3D Malachit 90,74,210,230,215
Fassade A1,3D Malachit 105,29,88,155,118
Fassade A1,3D Malachit 110,43,125,180,148
Fassade A1,3D Malachit 115,59,165,207,181
Fassade A1,3D Mint 5,28,133,138,133
Fassade A1,3D Mint 10,39,158,166,159
Fassade A1,3D Mint 15,57,191,199,191
Fassade A1,3D Mint 20,67,209,212,206
Fassade A1,3D Mint 25,76,225,225,220
Fassade A1,3D Mint 30,83,240,237,232
Fassade A1,3D Mint 40,24,106,137,116
Fassade A1,3D Mint 45,34,132,158,142
Fassade A1,3D Mint 55,58,185,201,190
Fassade A1,3D Verona 95,19,42,118,124
Fassade A1,3D Patina 5,28,113,140,134
Fassade A1,3D Patina 15,49,170,185,180
Fassade A1,3D Patina 25,66,208,213,210
Fassade A1,3D Patina 50,31,131,147,142
Fassade A1,3D Patina 55,50,167,189,184
Fassade A1,3D Patina 60,65,196,217,211
Fassade A1,3D Patina 70,19,86,118,111
Fassade A1,3D Patina 75,35,123,158,148
Fassade A1,3D Patina 80,50,159,189,181
Fassade A1,3D Verona 35,13,82,91,91
Fassade A1,3D Verona 40,30,136,144,143
Fassade A1,3D Verona 45,47,172,178,177
Fassade A1,3D Verona 75,27,121,139,139
Fassade A1,3D Verona 80,43,160,172,172
Fassade A1,3D Verona 85,66,200,214,211
Fassade A1,3D Verona 105,28,92,145,149
Fassade A1,3D Verona 110,43,145,173,176
Fassade A1,3D Verona 115,59,169,204,203
Fassade A1,3D Arctis 5,15,93,99,104
Fassade A1,3D Arctis 10,23,120,127,132
Fassade A1,3D Arctis 15,36,151,156,159
Fassade A1,3D Arctis 20,49,177,183,186
Fassade A1,3D Arctis 25,67,210,214,215
Fassade A1,3D Arctis 30,75,229,229,228
Fassade A1,3D Arctis 35,20,91,116,125
Fassade A1,3D Arctis 40,19,101,115,122
Fassade A1,3D Arctis 45,28,126,140,145
Fassade A1,3D Arctis 50,41,158,169,172
Fassade A1,3D Arctis 55,58,191,199,200
Fassade A1,3D Arctis 60,77,227,232,231
Fassade A1,3D Arctis 65,29,113,142,151
Fassade A1,3D Arctis 70,41,146,172,178
Fassade A1,3D Arctis 80,58,182,200,205
Fassade A1,3D Arctis 95,16,55,106,121
Fassade A1,3D Arctis 100,24,96,130,143
Fassade A1,3D Arctis 105,36,121,159,170
Fassade A1,3D Lazur 165,20,80,113,153
Fassade A1,3D Coelin 35,43,157,169,178
Fassade A1,3D Coelin 45,59,189,199,204
Fassade A1,3D Coelin 55,77,223,228,231
Fassade A1,3D Coelin 65,37,122,161,179
Fassade A1,3D Coelin 75,51,152,188,206
Fassade A1,3D Coelin 85,66,184,214,229
Fassade A1,3D Pacific 10,12,82,88,95
Fassade A1,3D Pacific 15,35,146,154,160
Fassade A1,3D Pacific 20,48,176,180,182
Fassade A1,3D Pacific 45,23,114,126,135
Fassade A1,3D Pacific 50,53,184,189,192
Fassade A1,3D Pacific 60,75,226,228,228
Fassade A1,3D Pacific 65,36,147,157,163
Fassade A1,3D Pacific 75,42,157,170,179
Fassade A1,3D Pacific 80,58,184,197,204
Fassade A1,3D Pacific 135,20,89,116,137
Fassade A1,3D Pacific 140,29,115,142,160
Fassade A1,3D Pacific 145,42,144,169,186
Fassade A1,3D Lago 15,20,110,118,125
Fassade A1,3D Lago 25,44,169,173,177
Fassade A1,3D Lago 30,63,205,207,209
Fassade A1,3D Lago 45,22,108,125,140
Fassade A1,3D Lago 55,49,172,183,192
Fassade A1,3D Lago 60,67,209,216,223
Fassade A1,3D Lago 75,25,106,132,155
Fassade A1,3D Lago 80,37,135,159,177
Fassade A1,3D Lago 85,53,170,189,204
Fassade A1,3D Lago 100,18,61,112,151
Fassade A1,3D Lago 105,28,96,139,173
Fassade A1,3D Lago 110,41,134,167,194
Fassade A1,3D Lazur 75,20,108,114,129
Fassade A1,3D Lazur 85,42,158,167,180
Fassade A1,3D Lazur 90,59,194,201,214
Fassade A1,3D Lazur 105,20,98,114,140
Fassade A1,3D Lazur 110,30,129,142,162
Fassade A1,3D Lazur 115,49,166,181,200
Fassade A1,3D Lazur 160,15,67,100,139
Fassade A1,3D Lazur 170,30,108,141,181
Fassade A1,3D Lazur 180,49,159,181,210
Fassade A1,3D Lavendel 70,16,97,100,126
Fassade A1,3D Saphir 5,7,58,65,76
Fassade A1,3D Saphir 10,12,85,91,103
Fassade A1,3D Saphir 15,20,114,118,127
Fassade A1,3D Saphir 20,31,142,145,153
Fassade A1,3D Saphir 25,45,172,173,180
Fassade A1,3D Saphir 30,64,208,209,212
Fassade A1,3D Saphir 45,23,116,124,142
Fassade A1,3D Saphir 50,34,145,149,164
Fassade A1,3D Saphir 55,49,176,179,192
Fassade A1,3D Aquarell 65,20,106,112,136
Fassade A1,3D Aquarell 70,29,132,139,163
Fassade A1,3D Aquarell 75,42,159,167,189
Fassade A1,3D Lavendel 5,30,142,141,149
Fassade A1,3D Lavendel 15,50,183,181,191
Fassade A1,3D Lavendel 25,68,215,212,216
Fassade A1,3D Lavendel 45,19,114,113,123
Fassade A1,3D Lavendel 50,36,156,155,167
Fassade A1,3D Lavendel 55,60,199,198,210
Fassade A1,3D Velvet 20,30,149,140,152
Fassade A1,3D Velvet 25,45,178,174,180
Fassade A1,3D Velvet 30,63,211,207,211
Fassade A1,3D Viola 5,23,134,121,133
Fassade A1,3D Viola 10,35,163,152,159
Fassade A1,3D Viola 15,50,188,180,185
Fassade A1,3D Flamenco 35,19,129,107,112
Fassade A1,3D Flamenco 40,29,155,136,141
Fassade A1,3D Flamenco 50,44,186,167,172
FloorColor plus 2013,Disb2013 Staubgrau,24,128,127,126
FloorColor plus 2013,Disb2013 Achatgrau,46,179,179,172
FloorColor plus 2013,Disb2013 Betongrau,24,130,130,120
FloorColor plus 2013,Disb2013 Lichtgrau,59,200,202,199
FloorColor plus 2013,Disb2013 Steingrau,30,149,144,135
FloorColor plus 2013,Disb2013 Kieselgrau,45,183,179,161
FloorColor plus 2013,3D Warmweiß,78,232,225,219
FloorColor plus 2013,3D Hellweiß,89,243,239,234
FloorColor plus 2013,3D Kühlweiß,78,234,230,228
FloorColor plus 2013,3D Coelin 30,87,241,241,242
FloorColor plus 2013,3D Umbraweiß,79,233,227,217
FloorColor plus 2013,3D Grauweiß,82,238,233,228
FloorColor plus 2013,3D Naturweiß,83,238,232,224
FloorColor plus 2013,FC Murano F1,6,92,69,67
FloorColor plus 2013,FC Murano F2,7,112,68,66
FloorColor plus 2013,FC Murano F3,12,132,87,81
FloorColor plus 2013,FC Murano F4,19,173,104,83
FloorColor plus 2013,FC Murano F5,15,92,110,106
FloorColor plus 2013,FC Murano F6,27,93,153,80
FloorColor plus 2013,FC Murano F7,10,77,86,100
FloorColor plus 2013,FC Murano F8,12,69,96,111
FloorColor plus 2013,FC Atlas F1,8,84,85,85
FloorColor plus 2013,FC Atlas F2,23,128,132,133
FloorColor plus 2013,FC Atlas F3,39,163,166,166
FloorColor plus 2013,FC Atlas F4,52,186,187,185
FloorColor plus 2013,FC Atlas F5,63,205,206,205
FloorColor plus 2013,FC Atlas F6,72,220,220,216
FloorColor plus 2013,FC Sierra F1,10,91,86,85
FloorColor plus 2013,FC Sierra F2,49,187,181,178
FloorColor plus 2013,FC Sierra F3,25,154,127,125
FloorColor plus 2013,FC Sierra F4,35,177,149,143
FloorColor plus 2013,FC Sierra F5,28,164,132,121
FloorColor plus 2013,FC Sierra F6,35,185,148,135
FloorColor plus 2013,FC Sierra F7,30,159,143,135
FloorColor plus 2013,FC Sierra F8,40,184,163,150
FloorColor plus 2013,FC Levante F1,12,98,93,87
FloorColor plus 2013,FC Levante F2,67,218,213,202
FloorColor plus 2013,FC Levante F3,28,168,137,108
FloorColor plus 2013,FC Levante F4,41,198,162,129
FloorColor plus 2013,FC Levante F5,34,170,150,113
FloorColor plus 2013,FC Levante F6,47,197,177,143
FloorColor plus 2013,FC Levante F7,31,183,172,154
FloorColor plus 2013,FC Levante F8,44,155,146,129
FloorColor plus 2013,FC Biscaya F1,12,91,93,98
FloorColor plus 2013,FC Biscaya F2,55,189,193,194
FloorColor plus 2013,FC Biscaya F3,30,125,145,154
FloorColor plus 2013,FC Biscaya F4,39,146,164,173
FloorColor plus 2013,FC Biscaya F5,30,141,144,146
FloorColor plus 2013,FC Biscaya F6,44,169,170,173
FloorColor plus 2013,FC Biscaya F7,31,147,146,143
FloorColor plus 2013,FC Biscaya F8,49,185,178,168
FloorColor plus 2013,FC Trentino F1,11,87,96,96
FloorColor plus 2013,FC Trentino F2,58,202,199,190
FloorColor plus 2013,FC Trentino F3,31,149,150,120
FloorColor plus 2013,FC Trentino F4,44,168,174,147
FloorColor plus 2013,FC Trentino F5,28,133,143,131
FloorColor plus 2013,FC Trentino F6,37,148,163,152
FloorColor plus 2013,FC Trentino F7,32,148,150,139
FloorColor plus 2013,FC Trentino F8,45,173,174,162
Fugenmörtel 082,Fugenmörtel082 weiß 3.5,,222,219,211
Fugenmörtel 082,Fugenmörtel082 Stuhr-hell 28.5,,190,179,159
Fugenmörtel 082,Fugenmörtel082 Paris 25.5,,181,161,144
Fugenmörtel 082,Fugenmörtel082 rot 9.5,,158,91,72
Fugenmörtel 082,Fugenmörtel082 braun 10.5,,112,86,78
Fugenmörtel 082,Fugenmörtel082 schwarz 5.5,,80,76,74
Fugenmörtel 082,Fugenmörtel082 grau 1.5,,159,153,141
Fugenmörtel 082,Fugenmörtel082 mittelgrau 8.5,,134,130,125
Fugenmörtel 082,Fugenmörtel082 Architekt 15.5,,182,180,174
Fugenmörtel 082,Fugenmörtel082 hellgrau 7.5,,171,167,155
Fugenmörtel 082,Fugenmörtel082 Teneriffa 33.5,,138,121,115
Fugenmörtel 082,Fugenmörtel082 Südsee 29.5,,187,119,82
Fugenmörtel 082,Fugenmörtel082 Norderney 26.5,,121,77,64
Fugenmörtel 082,Fugenmörtel082 Lehm 35.5,,118,86,76
Fugenmörtel 082,Fugenmörtel082 Varel 18.5,,184,120,99
Fugenmörtel 082,Fugenmörtel082 Dömitz 17.5,,159,115,98
Fugenmörtel 082,Fugenmörtel082 Aprikose 21.5,,193,147,73
Fugenmörtel 082,Fugenmörtel082 gelb 24.5,,198,155,95
Fugenmörtel 082,Fugenmörtel082 Strand 31.5,,193,157,106
Fugenmörtel 082,Fugenmörtel082 Alt-Stuhr 13.5,,192,172,138
Histolith,H-VT Gelb,75,243,224,22
Histolith,H-VT Ocker,36,197,139,53
Histolith,H-VT Oxidorange,13,139,57,41
Histolith,H-VT Oxidrot,8,136,61,47
Histolith,H-VT Oxidbraun,10,94,72,53
Histolith,H-VT Umbra,13,103,82,53
Histolith,H-VT Grün,14,74,107,66
Histolith,H-VT Kobaltblau,18,0,104,150
Histolith,H-VT Ultramarinblau,12,49,84,180
Histolith,H-VT Schwarz,4,46,44,44
Histolith,Histolith Weiß 0,91,241,239,231
Histolith,Histolith Altweiß 0,88,242,238,226
Histolith,Histolith Weiß 10,84,237,232,222
Histolith,Histolith Weiß 20,86,240,233,218
Histolith,Histolith Weiß 30,86,242,233,217
Histolith,Histolith Weiß 40,84,242,229,216
Histolith,Histolith Weiß 50,84,240,230,221
Histolith,Histolith Weiß 65,79,233,225,212
Histolith,Histolith Weiß 70,89,242,238,225
Histolith,Histolith Weiß 80,84,235,231,223
Histolith,Histolith Weiß 90,87,241,237,230
Histolith,Histolith Weiß 95,81,232,227,221
Histolith,Histolith Weiß 100,85,237,235,225
Histolith,Histolith Weiß 110,85,234,233,223
Histolith,Histolith Weiß 120,87,235,236,228
Histolith,Histolith Weiß 130,86,234,233,226
Histolith,Histolith Weiß 140,87,237,234,228
Histolith,Histolith Weiß 150,82,231,227,223
Histolith,Histolith Weiß 160,81,234,229,222
Histolith,Histolith Weiß 170,79,230,225,214
Histolith,Histolith Nickeltitangelb 0,76,238,228,121
Histolith,Histolith Nickeltitangelb 10,82,242,236,165
Histolith,Histolith Nickeltitangelb 20,85,240,236,183
Histolith,Histolith Nickeltitangelb 30,87,240,237,202
Histolith,Histolith Nickeltitangelb 40,88,241,239,215
Histolith,Histolith Nickeltitangelb 50,89,242,240,225
Histolith,Histolith Neapelgelb 0,51,213,185,100
Histolith,Histolith Neapelgelb 10,57,219,194,118
Histolith,Histolith Neapelgelb 20,66,224,207,145
Histolith,Histolith Neapelgelb 30,73,233,218,169
Histolith,Histolith Neapelgelb 40,80,237,228,192
Histolith,Histolith Neapelgelb 50,85,239,232,207
Histolith,Histolith Neapelgelb 60,88,240,235,220
Histolith,Histolith Lichter Ocker 0,59,233,194,98
Histolith,Histolith Lichter Ocker 10,63,234,202,117
Histolith,Histolith Lichter Ocker 20,71,238,215,146
Histolith,Histolith Lichter Ocker 30,77,240,222,168
Histolith,Histolith Lichter Ocker 40,82,240,228,193
Histolith,Histolith Goldocker 0,34,203,142,52
Histolith,Histolith Goldocker 10,46,222,171,88
Histolith,Histolith Goldocker 20,54,230,185,112
Histolith,Histolith Goldocker 25,52,221,184,121
Histolith,Histolith Goldocker 30,64,238,201,142
Histolith,Histolith Goldocker 40,73,243,218,173
Histolith,Histolith Goldocker 50,82,242,227,200
Histolith,Histolith Goldocker 60,86,245,235,218
Histolith,Histolith Amberger Gelb 0,22,177,117,55
Histolith,Histolith Amberger Gelb 10,27,188,129,63
Histolith,Histolith Amberger Gelb 20,37,205,149,85
Histolith,Histolith Amberger Gelb 25,45,219,168,102
Histolith,Histolith Amberger Gelb 30,46,221,169,109
Histolith,Histolith Amberger Gelb 40,58,233,194,143
Histolith,Histolith Amberger Gelb 50,69,238,209,171
Histolith,Histolith Französischer Ocker 0,27,204,122,47
Histolith,Histolith Französischer Ocker 10,32,213,134,57
Histolith,Histolith Französischer Ocker 20,41,226,153,80
Histolith,Histolith Französischer Ocker 25,34,209,143,82
Histolith,Histolith Französischer Ocker 30,50,235,171,104
Histolith,Histolith Französischer Ocker 40,61,245,194,137
Histolith,Histolith Französischer Ocker 50,81,246,226,201
Histolith,Histolith Französischer Ocker 60,85,244,233,217
Histolith,Histolith Terra di Pozzuoli 0,17,172,90,53
Histolith,Histolith Terra di Pozzuoli 10,21,187,102,59
Histolith,Histolith Terra di Pozzuoli 20,29,205,123,78
Histolith,Histolith Terra di Pozzuoli 30,38,220,146,98
Histolith,Histolith Terra di Pozzuoli 40,50,232,171,130
Histolith,Histolith Terra di Pozzuoli 45,61,227,198,175
Histolith,Histolith Terra di Pozzuoli 50,76,244,217,195
Histolith,Histolith Roter Odenwälder Ocker 0,13,146,82,58
Histolith,Histolith Roter Odenwälder Ocker 5,17,169,93,62
Histolith,Histolith Roter Odenwälder Ocker 20,29,195,126,92
Histolith,Histolith Roter Odenwälder Ocker 30,41,216,155,121
Histolith,Histolith Roter Odenwälder Ocker 40,54,230,180,151
Histolith,Histolith Roter Odenwälder Ocker 50,70,241,212,191
Histolith,Histolith Siena gebrannt 0,12,130,78,61
Histolith,Histolith Siena gebrannt 10,22,164,111,91
Histolith,Histolith Siena gebrannt 20,30,180,131,112
Histolith,Histolith Siena gebrannt 30,43,202,160,143
Histolith,Histolith Siena gebrannt 40,56,219,186,170
Histolith,Histolith Siena gebrannt 50,64,225,199,185
Histolith,Histolith Siena gebrannt 60,73,229,210,192
Histolith,Histolith Ocker gebrannt 0,9,114,74,62
Histolith,Histolith Ocker gebrannt 10,19,149,107,94
Histolith,Histolith Ocker gebrannt 15,24,156,119,110
Histolith,Histolith Ocker gebrannt 20,28,168,129,116
Histolith,Histolith Ocker gebrannt 30,41,192,158,146
Histolith,Histolith Ocker gebrannt 40,55,213,187,177
Histolith,Histolith Ocker gebrannt 50,72,230,212,204
Histolith,Histolith Roter Bolus 0,13,159,77,53
Histolith,Histolith Roter Bolus 10,16,168,85,62
Histolith,Histolith Roter Bolus 20,23,186,105,80
Histolith,Histolith Roter Bolus 30,31,203,128,102
Histolith,Histolith Roter Bolus 40,43,220,157,133
Histolith,Histolith Roter Bolus 50,56,233,183,163
Histolith,Histolith Roter Bolus 55,63,241,192,170
Histolith,Histolith Roter Bolus 60,72,241,211,196
Histolith,Histolith Venezianisch Rot 0,11,151,68,50
Histolith,Histolith Venezianisch Rot 10,14,164,77,55
Histolith,Histolith Venezianisch Rot 20,20,186,92,63
Histolith,Histolith Venezianisch Rot 30,27,205,111,76
Histolith,Histolith Venezianisch Rot 40,38,224,139,102
Histolith,Histolith Venezianisch Rot 50,51,239,169,135
Histolith,Histolith Venezianisch Rot 60,67,245,202,178
Histolith,Histolith Venezianisch Rot 70,78,248,221,204
Histolith,Histolith Pompejanisch Rot 0,10,142,66,54
Histolith,Histolith Pompejanisch Rot 10,12,153,71,59
Histolith,Histolith Pompejanisch Rot 20,17,171,88,74
